50.42015725984437, 603.3587640002828
64.7058715455587, 566.7175413522239
100, 516.6412126343154
110.15348219505867, 471.45038917058685
130.22431218887652, 373.74041760356886
140.1416728939757, 311.45039250850135
149.58677771281583, 256.48855853641294
159.97638139783405, 206.41222981850444
170.1298764992327, 177.09919829342442
179.57496841173287, 157.55724403499553
190.20070649305055, 131.9083748296959
200.11806719814976, 119.69461169424596
210.27153648686846, 113.58776350566652
220.1888971919676, 114.80917319835703
230.34239229336626, 101.37400037021644
240.2597271857855, 111.14501087857651
273.08145320225657, 87.93889430036688
280.1652785898017, 79.38929348469745
292.9161746124549, 76.94654085760745